|URL|
|---|
|http://onionlinksv3zit3.onion/|
|http://thedarkwebpugv5m.onion/|
|http://wikikijoy3lk2anu.onion/|
|http://rvy6qmlqfstv6rlz.onion/|
|http://onions53ehmf4q75.onion/|
|http://odahix2ysdtqp4lgak4h2rsnd35dmkdx3ndzjbdhk3jiviqkljfjmnqd.onion/|
|http://rvy6qmlqfstv6rlz.onion/news/pentaradio24-20191126.html|
|http://hiddenwikiwpn2ed.onion/|
|http://lldan5gahapx5k7iafb3s4ikijc4ni7gx5iywdflkba5y2ezyg6sjgyd.onion/|
|http://62gs2n5ydnyffzfy.onion/tunnels/|
|http://politiepcvh42eav.onion|
|http://oq7t5ihk4qew5t5s4zghicigokh2ktt575amirsbnilmyawpme6xmyyd.onion|
|http://ncidetf3j26mdtvf.onion|
|http://tapeucwutvne7l5o.onion|
|http://xkkdux37ngz7buxgcf2q5bpf2xdplgt2jcjs52dyjyzb46afg7fqzgad.onion|
|http://suprbayoubiexnmp.onion|
|http://ciadotgov4sjwlzihbbgxnqg3xiyrg7so2r2o3lt5wz5ypk4sxyjstad.onion/index.html|
|http://suprbayoubiexnmp.onion/Thread-turbotax-cracked-software-big-issue?pid=322561|
|http://enxx3byspwsdo446jujc52ucy2pf5urdbhqw3kbsfhlfjwmbpj5smdad.onion|
|http://darkfailllnkf4vf.onion|
|http://darkfailllnkf4vf.onion/|
|http://rhe4faeuhjs4ldc5.onion/|
|http://suprbayoubiexnmp.onion/Thread-Screen-casting-recording-software|
|http://suprbayoubiexnmp.onion/Thread-Latest-AMD-graphics-card-software-fail|
|http://suprbayoubiexnmp.onion/Thread-GNU-Linux-Switchers-Have-you-left-your-pirated-software-behind|
|http://uescqfrcztbhb6tmhdlbejrjfwgtpckcoiwmwq5bfq5hhkwfioan7qad.onion/|
|http://linuxfinances.info/info/freetaxsoftware.html|
|http://suprbayoubiexnmp.onion/Thread-turbotax-cracked-software-big-issue|
|http://g7ejphhubv5idbbu3hb3wawrs5adw7tkx7yjabnf65xtzztgg4hcsqqd.onion/|
|http://ezdhgsy2aw7zg54z6dqsutrduhl22moami5zv2zt6urr6vub7gs6wfad.onion/node/234899|
|http://s6424n4x4bsmqs27.onion|
|http://njalladnspotetti.onion|
|http://xmrguide42y34onq.onion|
|http://archivecaslytosk.onion|
|http://fncuwbiisyh6ak3i.onion|
|http://xcln5hkbriyklr6n.onion/en/|
|http://fncuwbiisyh6ak3i.onion/docs/secadv|
|http://dtmfiovjh42uviqez6qn75igbagtiyo724hy3rdxm77dy2m5tt7lbaqd.onion|
|https://calyxinstitute.org/projects/digital-services/xmpp|
|http://jthnx5wyvjvzsxtu.onion|
|https://3g2upl4pq6kufc4m.onion|
|http://j6uhdvbhz74oefxf.onion|
|http://sudsqwx5tewnmlptiybfbjpfaquhekccxls4blqw3znkhnzcy6bwgoid.onion|
|http://nzh3fv6jc6jskki3.onion|
|https://www.nytimes3xbfgragh.onion/|
|https://protonirockerxow.onion|
|http://expyuzz4wqqyqhjn.onion|
|https://p53lf57qovyuvwsc6xnrppyply3vtqm7l6pcobkmyqsiofyeznfu5uqd.onion/|
|http://lgh3eosuqrrtvwx3s4nurujcqrm53ba5vqsbim5k5ntdpo33qkl7buyd.onion|
|https://p53lf57qovyuvwsc6xnrppyply3vtqm7l6pcobkmyqsiofyeznfu5uqd.onion/article/solarwinds-cybersecurity-system|
|http://endchan5doxvprs5.onion|
|https://www.dwnewsvdyyiamwnp.onion/en/top-stories/s-9097|
|http://localmonerogt7be.onion/nojs/captcha|
|http://agoradeska6jfxpf.onion/nojs/captcha|
|http://333f7gpuishjximodvynnoisxujicgwaetzywgkxoxuje5ph3qyqjuid.onion|
|http://lstkx6p3gzsgfwsqpntlv7tv4tsjzziwp76gvkaxx2mqe3whvlp243id.onion|
|http://tt2mopgckifmberr.onion|
|http://darkoddrkj3gqz7ke7nyjfkh7o72hlvr44uz5zl2xrapna4tribuorqd.onion|
|http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion|
|http://televenkzhxxxe6sw4fntkm4csj6s4csqkuczqhrz6aw7ae3me2tjlyd.onion|
|http://rrlm2f22lpqgfhyydqkxxzv6snwo5qvc2krjt2q557l7z4te7fsvhbid.onion|
|http://cannahomekql6hhg.onion|
|http://cieprrpdgp7moka2ktlwy54ooymtgsre23enrf4dfzssap74zz45f6id.onion|
|http://monopolyberbucxu.onion|
|http://7yipwxdv5cfdjfpjztiz7sv2jlzzjuepmxy4mtlvuaojejwhg3zhliqd.onion|
|http://q2f7swt5yvbhciqqbbsidufu2vtkv6ivwy6g5i5ukejjlb2jeghd2had.onion/ddos/|
|http://auzbdiguv5qtp37xoma3n4xfch62duxtdiu4cfrrwbxgckipd4aktxid.onion|
|http://danschat356lctri3zavzh6fbxg2a7lo6z3etgkctzzpspewu7zdsaqd.onion|
|http://danielas3rtn54uwmofdo3x2bsdifr47huasnmbgqzfrec5ubupvtpid.onion/|
|http://2x4tmsirlqvqmwdz.onion|
|http://dnmugu4755642434.onion/search|
|http://y22arit74fqnnc2pbieq3wqqvkfub6gnlegx3cl6thclos4f7ya7rvad.onion/|
|http://xf2gry25d3tyxkiu2xlvczd3q7jl6yyhtpodevjugnxia2u665asozad.onion/|
|http://p2qzxkca42e3wccvqgby7jrcbzlf6g7pnkvybnau4szl5ykdydzmvbid.onion/|
|http://wi3dg355dpiy2g5k.onion/|
|http://vhlehwexxmbnvecbmsk4ormttdvhlhbnyabai4cithvizzaduf3gmayd.onion/|
|http://nzlbyrcvvqtrkxiu.onion|
|http://n6qisfgjauj365pxccpr5vizmtb5iavqaug7m7e4ewkxuygk5iim6yyd.onion/|
|http://7mejofwihleuugda5kfnr7tupvfbaqntjqnfxc4hwmozlcmj2cey3hqd.onion/|
|http://sga5n7zx6qjty7uwvkxpwstyoh73shst6mx3okouv53uks7ks47msayd.onion/|
|http://wbz2lrxhw4dd7h5t2wnoczmcz5snjpym4pr7dzjmah4vi6yywn37bdyd.onion/|
|http://njalladnspotetti.onion|
|http://rfyb5tlhiqtiavwhikdlvb3fumxgqwtg2naanxtiqibidqlox5vispqd.onion/|
|http://poeajpn2roedyqqu.onion|
|http://tapeucwutvne7l5o.onion|
|http://kl4gp72mdxp3uelicjjslqnpomqfr5cbdd3wzo5klo3rjlqjtzhaymqd.onion/|
|http://2ln3x7ru6psileh7il7jot2ufhol4o7nd54z663xonnnmmku4dgkx3ad.onion/|
|http://titanxsu7bfd7vlyyffilprauwngr4acbnz27ulfhyxrqutu7atyptad.onion/|
|http://2oywvwmtzdelmiei.onion|
|http://suprbaydvdcaynfo4dgdzgxb4zuso7rftlil5yg5kqjefnw4wq4ulcad.onion|
|https://3g2upl4pq6kufc4m.onion|
|http://suprbaydvdcaynfo4dgdzgxb4zuso7rftlil5yg5kqjefnw4wq4ulcad.onion/Thread-turbotax-cracked-software-big-issue?pid=322561|
|http://titanxsu7bfd7vlyyffilprauwngr4acbnz27ulfhyxrqutu7atyptad.onion/blog_2.html|
|http://usmost4cbpesx552s2s4ti3c4nk2xgiu763vhcs3b4uc4ppp3zwnscyd.onion/|
|http://suprbaydvdcaynfo4dgdzgxb4zuso7rftlil5yg5kqjefnw4wq4ulcad.onion/Thread-Screen-casting-recording-software|
|http://xmrguide42y34onq.onion|
|http://s6424n4x4bsmqs27.onion|
|http://suprbaydvdcaynfo4dgdzgxb4zuso7rftlil5yg5kqjefnw4wq4ulcad.onion/Thread-GNU-Linux-Switchers-Have-you-left-your-pirated-software-behind|
|http://suprbaydvdcaynfo4dgdzgxb4zuso7rftlil5yg5kqjefnw4wq4ulcad.onion/Thread-Latest-AMD-graphics-card-software-fail|
|http://suprbaydvdcaynfo4dgdzgxb4zuso7rftlil5yg5kqjefnw4wq4ulcad.onion/Thread-turbotax-cracked-software-big-issue|
|http://ajlu6mrc7lwulwakojrgvvtarotvkvxqosb4psxljgobjhureve4kdqd.onion/|
|http://expyuzz4wqqyqhjn.onion|
|http://notbumpz34bgbz4yfdigxvd6vzwtxc3zpt5imukgl6bvip2nikdmdaad.onion|
|http://curaj33verawgaddbsdsrzc5krmopfyqnei66io5ldhqwdiqukt4vcyd.onion|
|http://parckwartvo7fskp.onion/|
|http://lpiyu33yusoalp5kh3f4hak2so2sjjvjw5ykyvu2dulzosgvuffq6sad.onion|
|http://lpiyu33yusoalp5kh3f4hak2so2sjjvjw5ykyvu2dulzosgvuffq6sad.onion/2021/01/05/imagining-an-optimistic-cyber-future.html|
|http://guzjgkpodzshso2nohspxijzk5jgoaxzqioa7vzy6qdmwpz3hq4mwfid.onion/|


{'downloader/exception_count': 3,
 'downloader/exception_type_count/scrapy.core.downloader.handlers.http11.TunnelError': 1,
 'downloader/exception_type_count/twisted.internet.error.TimeoutError': 2,
 'downloader/request_bytes': 61913,
 'downloader/request_count': 219,
 'downloader/request_method_count/GET': 219,
 'downloader/response_bytes': 6073084,
 'downloader/response_count': 216,
 'downloader/response_status_count/200': 155,
 'downloader/response_status_count/301': 2,
 'downloader/response_status_count/302': 11,
 'downloader/response_status_count/307': 2,
 'downloader/response_status_count/403': 1,
 'downloader/response_status_count/404': 39,
 'downloader/response_status_count/503': 6,
 'dupefilter/filtered': 22,
 'elapsed_time_seconds': 385.179508,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2021, 2, 2, 11, 58, 53, 783355),
 'item_scraped_count': 108,
 'log_count/DEBUG': 2164,
 'log_count/INFO': 3092,
 'memusage/max': 114229248,
 'memusage/startup': 94199808,
 'request_depth_max': 3,
 'response_received_count': 194,
 'retry/count': 9,
 'retry/reason_count/503 Service Unavailable': 6,
 'retry/reason_count/scrapy.core.downloader.handlers.http11.TunnelError': 1,
 'retry/reason_count/twisted.internet.error.TimeoutError': 2,
 'robotstxt/request_count': 86,
 'robotstxt/response_count': 86,
 'robotstxt/response_status_count/200': 46,
 'robotstxt/response_status_count/403': 1,
 'robotstxt/response_status_count/404': 39,
 'scheduler/dequeued': 113,
 'scheduler/dequeued/memory': 113,
 'scheduler/enqueued': 113,
 'scheduler/enqueued/memory': 113,
 'start_time': datetime.datetime(2021, 2, 2, 11, 52, 28, 603847)}